	text	DIALECT	IRONY
1623	الرئيس تبون يبعث رسالة بمناسبة إحياء يوم العلم	1	0.0
1624	! #NEW France: استمرار الاشتباكات بين المتظاهرين المناهضين لإصلاح نظام التقاعد والشرطة في ساحة رين في الجمهورية.	1	0.0
1625	@rayan_ray_ اقصد شتايم مجف ما رح تأثر في نايتو 💀	3	0.0
1626	"@Hussein888333 @maz40405050 إنا اسماء اقرأ سورة مريم وياسين 

ولا اقرا سورة هود 3"	1	0.0
1627	"@FLONA_BE بعيد السو عليك ديري بالك ومعش تاخذيه 
انا مانحبش ناخذ ادويه بكل حتى بنادول ما ناخذش فيه إلا لو ضروري"	2	0.0
1628	@abod_o2 اوكي عقبال تعثركم 😡	3	0.0
1629	"@OmaPalestine بردا و سلاما على السودان الحبيب
من الجزائر نتابعكم"	1	0.0
1630	@Coach_Khaled0 محرز حكيمي صلاح	1	0.0
1631	"آمين آمين يارب العالمين 🤲🏼
24 رمضان 🌙 "	1	0.0
1632	@Yousef_Mahjoub 🤣🤣🤣 كلام جميل	1	0.0
1633	"عين رأي وأتمنى أن تتدخل الجزائر في فك نزاع وارجاع الأمور الى نصابها.
فلما يقتل السوداني أخاه السوداني
#الجزائر 
#السودان "	1	0.0
1634	@AwrasMedia عقولكم صالحة للمخدرات فقط	1	1.0
1635	@RassdNewsN أللهم احقن دماء اخوانينا في السودان 🇸🇩	1	0.0
1636	@ilyrmfc وضفاك على لعابة	2	1.0
1637	"اول شيء نتكلم عليه في هذا العمل هو كلام حول القصة
هي تتكلم على شاب صغير ضعيف شخصية اسمه ايبو عنده قدرة جسدية كبيرة بسبب طبيعة عمله مع امه و في احد أيام و هو يعترض لتنمر يلتقي بتكامورا لي ينقضو منهم و يقرر ايبو ان يتعلم الملاكمة معاه "	3	0.0
1638	@AlawamiAbd @ElhasseKhalil @Hjir77832732 @dw_arabic مش براءة لو براءة راهم قعدوا	2	0.0
1639	نقعدو كل مبارة هكي...المهزله انه الحكم استعمل الفار لكورة ضربة مرمي وغير ب اره وحسبها ركنيه لبلونيا لكن لما الميلان يجوهم ضربات جزاء الفار مايخدمش... حتي جول بولونيا فاول لكن حكم الفار متغطي وراقد.	2	1.0
1640	@Inter_ar @Pirelli طرابلس ليبيا 💙🖤💙🖤💙	1	0.0
1641	"📱 تابعوا مباراة نصر حسين داي ضد شباب المشرية على موقع FIFA +

#NAHDvsSCM 

 "	1	0.0
1642	"مستشار عن فيدرالية اليسار يدعو والي الرباط إلى ""الحفاظ على صورة المؤسسات المنتخبة"" – تيل كيل عربي "	1	0.0
1643	مالك زعلان ليفربول 29 سنه ومش لاقي دوري	5	1.0
1644	"@ThRise_of_islam أَنصِف هُديتَ إِذا ما كنت مُنتَصِفا
لا تَرضَ للناس شَيئا لستَ تَرضاهُ
يا رُبَّ يوم أَتَت بُشراه مُقبِلَة
ثُمَّ اِستَحالَت بِصوت النَعي بُشراهُ
لا تَحقِرَنَّ من المعروف أَصغَرَهُ
أَحسِن فَعاقِبَةُ الإِحسان حُسناهُ
وَكُلُّ أَمرٍ له لا بُدَّ عاقِبَة
وَخَيرُ أَمرِك ما أَحمَدتَ عُقباه"	1	0.0
1645	عيد الفطر.. عطلة استثنائية في إدارات الدولة والجماعات الترابية يوم الإثنين 24 أبريل 2023 (بلاغ لرئاسة الحكومة)	1	0.0
1646	@AlArabiya لعنة الله عليك انت سبب الحاصل	1	0.0
1646	@AlArabiya لعنة الله عليك انت سبب الحاصل	2	0.0
1647	"وااااو أخنوش تفوبر على المغاربة بيوم عطلة إضافي
 وااااااو أنا مندهش"	2	1.0
1648	@AlsatyAmal @shad3n7 يخيل عليك ...هههههه يعطيك سلامه	2	0.0
1649	"عندما تتمكن ميليشيا او فئة من السلطة يحدث لك ماحدث للسودان 
ياتي يوم و يقع حمل السلاح بداعي حماية علم الهوية في الجزائر"	1	0.0
1650	"@Politicalpenn انقلاب جيش التدخل السريع على جيش البلاد.
انقلاب في انقلاب
والله اعلم"	1	0.0
1651	قبل ماتجيب عيال فكر كيف تربي فكر كيف تربي فكر كيف تربي فكر كيف تحكي معاهم	3	0.0
1652	@black_Adem16 @hamid1259 سير لهيه و هرنط  🥴	2	1.0
1653	حتي فيِ اسوأ حالاتِي كنت أدعو لك معِي كان قلبي لا يغفل عَنك ❤	1	0.0
1654	"ستسكت البندقية و يتصالح الأعداء
و لكن بعد أن يموت الطفل.

الناس ما تتحاوم،
دا الأفتعال، و البعدو معروف 

ربنا يلطف"	1	0.0
1654	"ستسكت البندقية و يتصالح الأعداء
و لكن بعد أن يموت الطفل.

الناس ما تتحاوم،
دا الأفتعال، و البعدو معروف 

ربنا يلطف"	2	0.0
1655	إذا أردْتَ أن لا تندم عل شي خير ولا شي بليزير عملتيه فشي مغربي مُستقبلا فقط افعلهْ لوجهِ الله وفي سبيل الله ولا تفعله لأنك تحبهُ .. 😉	1	0.0
1655	إذا أردْتَ أن لا تندم عل شي خير ولا شي بليزير عملتيه فشي مغربي مُستقبلا فقط افعلهْ لوجهِ الله وفي سبيل الله ولا تفعله لأنك تحبهُ .. 😉	2	0.0
1656	"@taha_hadeed توا يطلع السيسي ويرسم خطوطه الحمراء الوهميه...
أنا شخصيآ سعيد بمايحدث هناك في السودان."	1	1.0
1656	"@taha_hadeed توا يطلع السيسي ويرسم خطوطه الحمراء الوهميه...
أنا شخصيآ سعيد بمايحدث هناك في السودان."	2	1.0
1657	"الصومال: مواجهات بين عناصر حركة الشباب ا..لإرها.بية إثر انشقاق في صفوفها
التفاصيل: "	1	0.0
1658	@alestiklal هذه الصحيفة أو هذه القناة الإخبارية أو هذا الموقع الإخباري الذي يسمي نفسه زورًا وبهتانًا: بالاستقلال.. نحن لا نعلم هنا ما المراد بالاستقلال!؟ والسؤال يحتمل عدة إجابات وتنوع الإجابة يدل على أنها ضد العروب النقية والإسلام الوسطي ومناصرة الحق ويقينًا هي أحد أذرع إخوان الشياطين.	1	1.0
1659	"@abosaleh3072 بالرغم من اختلافي معك في شرح النتائج وتفسيرها .. 
ولكن لك كل الاحترام والتقدير لوضوحك و شفافيتك والنشر باسمك وصورتك والتصريح العلني بنتيجتك الجينية الخاصة بك. 
اتفق معك في كل كلمة كتبتها في هذة التغريدة ."	1	0.0
1660	"@naser_iui حميدتي الإمارات وبرهان مصر والسعودية.
حميدتي عنده مشاكل قديمة مع المصريين."	1	0.0
1661	@BINMIS7AL كله من المدرب الغبي بيولي يتفلسف ولايتعلم من اخطاءه	1	1.0
1661	@BINMIS7AL كله من المدرب الغبي بيولي يتفلسف ولايتعلم من اخطاءه	3	1.0
1662	@saidabarnouse حقوق الانسان بالمغرب هههههههه	1	1.0
1663	@Dolgador راح يقدم مستوى جميل	1	0.0
1663	@Dolgador راح يقدم مستوى جميل	3	0.0
1664	ماهذا الدفاع الرضيع اتفووووو	1	1.0
1665	كبار المنافقين ب #الجزائر	1	1.0
1666	"حان الآن أذان المغرب لمدينة #الرياض 6:16
اللهم اختم بالباقيات الصالحات أعمالنا
"	1	0.0
1667	"ندعو السودانيين إلى العودة للحوار لتحقيق الأمن
 
 #إلى #الأمن #السودانيين. #العودة #لتحقيق #للحوار #ندعو "	1	0.0
1668	@Simou_22 سياحة ممتعة و إفطار شهي... رمضان كريم....	1	0.0
1669	@ehab1o وانا اللي كنت فكرك طيب وامير 🫣	5	1.0
1670	"﴿ وَمَا هُمۡ عَنۡهَا بِغَآئِبِينَ ﴾ 
 
 [سُورَةُ الانفِطَارِ: الآية 16]
 
 #غرد_بالقرآن 💚"	1	0.0
1671	"يجب محاكمة القاضي الذي حكم بسنتين 
لانه مجرم "	1	0.0
1672	@KSAMOFA الله يوحد القلوب اللهم لم شكل العرب و المسلمين اللهم قويهم يا سميع الدعاء و يا مجيب عبادك المخلصين	1	0.0
1673	لواحد يروح ينام احسن باقي 3ساعات نادي ذا يفطرك غصب	4	1.0
1674	@AJArabic في مثل هاته مواقف نستذكر قيادة الدولة أمثال القايد صالح الذين رفضوا المرحلة الانتقالية لمثل هكذا أمور الحمد لله على نعمة الجزائر 🇩🇿	1	0.0
1675	سفارة #المغرب بالخرطوم في #السودان توصي أفراد الجالية بالحذر واجتناب التواجد في مناطق الاشتباكات	1	0.0
1676	بلعابد يكشف: “نسبة الأمية في الجزائر بلغت 7.40 بالمائة”	1	0.0
1677	"#المقداد يكشف واقع المشاورات السياسية بين #الجزائر و #سوريا 
 "	1	0.0
1678	"الوضع في #السودان أقل ما يقال أنه مقلق و ستكون لديه تداعيات خطيرة على دول الجوار ، نتمنى أن تكون للجزائر يد بصفتها #رئيس_مجلس_جامعة_الدول_العربية في تهدئة الوضع والخروج بحل سياسي عما قريب.
#الأستاذ_لزرق_بلجيلالي"	1	0.0
1679	@Nosaomar78 محلاها يسلموا ايدياتها وصحتين	2	0.0
1680	@rayan_ray_ الله يعين mjf جاه واحد لو وش تسوي فيه رح يبقى بارد و ما يهمه	2	0.0
1681	"من اجل اغنية  سخيفة قيمتي الدنيا و قعدتيها 
فتنة كبيرة عملتيها و سحبتي حالك و تتفرجي و انو اخر همك و تنزل غنيتك السخيفة الي بلا صوت فقط كانو خزانة عم تتحرك من مكانها يا ربي صبرك اعتبريه هجوم مني لانو هذي هي الحقيقة لو كنت واثقة من حالك لينك اغنية و عنوانها و خلص @NawalElZoghbi"	3	1.0
1682	مستشارو فيدرالية اليسار يجرون عمدة الرباط للقضاء	1	0.0
1683	"@osgaweesh بردا و سلاما على السودان الحبيب
من الجزائر نتابعكم"	1	0.0
1684	@AJA_Egypt الجيش المصري يعمل في المطار وفق اتفاقات مع الجيش السوداني ولا علاقة لمصر في هذا الصراع الداخلي	1	0.0
1685	"@LionessAtlas @adilpalastine @ghoni12 يا البوسبيري الهايشة 
أنت أمي في اللغة الفرنسية التي دونت بها ما جاء في الفيديو لذلك لم تفهم ما كتبته
أنصحك باستعمال المترجم الآلي حتى تعرف ما قلته لك"	1	1.0
1685	"@LionessAtlas @adilpalastine @ghoni12 يا البوسبيري الهايشة 
أنت أمي في اللغة الفرنسية التي دونت بها ما جاء في الفيديو لذلك لم تفهم ما كتبته
أنصحك باستعمال المترجم الآلي حتى تعرف ما قلته لك"	2	1.0
1686	"شركة برنيق للطيران تعلق الرحلات الدولية إلى مطار الخرطوم الدولي إلى حين إشعار آخر،  بسبب الوضع الأمني في العاصمة السودانية الخرطوم وخاصة في محيط مطار الخرطوم الدولي.

#ليبيا #Libya "	1	0.0
1687	@abd_al3li ضربة كانت من معلم ... خلت سانيه يبلم .	4	1.0
1688	"🇩🇿❤️🌹🙏✍️. 
(... تحيا الجزائر...) "	1	0.0
1689	"الجزائر تدعو الأطراف السودانية إلى التهدئة
 
 #إلى #الأطراف #التهدئة #الجزائر #السودانية #تدعو "	1	0.0
1690	"@AlawamiAbd صراع عالسلطة
شن يعني"	2	0.0
1691	في اخر ايام الشهر الكريم نسأل الله العلي القدير ان يعتقنا من النار ويرحمنا ويغفر لنا ذنوبنا ويجعلنا في ظله يوم لاظل الا ظله🤲	1	0.0
1692	"✍️| دراسة علمية فرنسية نشرتها صحيفة لوبريزيان الفرنسية، تؤكد أن الفرنسيين شعب #قذر يكره النظافة.
لهذا بالضبط بعض القذرون في بلدنا #المغرب مثيمون بفرنسا.
#لا_للفرنسة "	1	1.0
1693	@kmlkml44402964 @Aouatef23Dz يا جمهورية الأحلام و الكوابيس هههههه	1	1.0
1694	اللهم ابعد عني كثرة التفكير والقلق، وارزقني راحة القلب والبال، ربي حقق لي ما صبرت لأجله وارزقني سعادة في الدنيا والآخرة .	1	0.0
1695	@bwsryj رحمه الله ❤🌹	1	0.0
1696	@Sifaw_23 الصبر صعب	1	0.0
1697	متخيلين رواحهم ڨاع كريستيانو ههههههه	2	1.0
1698	@mohafahmy @AJArabic أسأل الله أن يذهب سمعك! حتى ترتاح من سماع الأذان	1	0.0
1699	يعني في الأخير ولاد الغلابة هم من يدفعون الضريبة 🥺🥺 #السودان_الان	5	0.0
1700	قيد عندك لميلان غتاكل 4 لزيرو فروتور	2	0.0
1701	@iioCMz بعد الفطور	1	0.0
1702	@GanaEed إستمتعت بالثريد ✌️🔥	1	0.0
1703	@ahmed_joker88 @awweze حقراء لكن ليس  لحقارة بلحه  المجرم سارق البلاد مغرقها في الديون	1	1.0
1704	@Fahad__700_ ليلة القدر ليلة سبع وعشرين كلمة واحدة	1	0.0
1705	@lliixn6 @xmamx9 حتي انا	1	0.0
1706	"بعد ان وضعت الحرب في #اليمن أوزارها 
و عاد #سوريا لحضن عروبتها
تصالحت #السعودية و #إيران
و احس  الصهيو.ني العربي و اليهودي بخطر ان ما قام هذا الصلح إلا على رقابهم و الدور عليهم يجثتون
هل سيتركون المسرح بدون ردة فعل أكيد لا
 تندلع حرب في #السودان_الان"	1	0.0
1707	قوات الدعم السريع: كتيبه من الجيش المصري تسلم نفسها لقواتنا بمروي شمال السودان	1	0.0
1708	"كررها دائماً :

اللهُم افتَح بيني وبين رزقِي وجبري وتوفيقي فتحًا مُبينًا وأنت خيرُ الفاتحين.

#رتويت"	1	0.0
1709	دارت وايلد كارد امس ، مافش حد من الـ 11 لاعب لي جبتهم دار حتى مساهمة وحده	2	0.0
1710	"@MansourSorosoro هناك لعبة تعليمية عراقية بنشر امارتي من 1997 ولكن بجودة عالية و قصة جيد عكس معظم الألعاب العربية التعليمية
ما رأيك بها ؟
"	1	0.0
1711	@ScreenMix شغلتو الناس بتفاهاتكم...	5	1.0
1712	@BoblehaIbraheem نعم قد يكون أكثر، لا ينطبق هذا على كل الحالات.	1	0.0
1713	"🚨🚨🚨☎️🚨🚨🚨

على إثر الأحداث الحالية التي تشهدها السودان، قامت سفارة المملكة المغربية بالخرطوم بوضع الرقم الهاتفي التالي رهن إشارة المواطنين المغاربة المتواجدين في السودان من أجل التواصل وتقديم الخدمات الضرورية اللازمة.
0️⃣0️⃣2️⃣4️⃣9️⃣1️⃣2️⃣3️⃣6️⃣1️⃣3️⃣2️⃣8️⃣4️⃣
#السودان #المغرب "	1	0.0
1714	"@AlYamamah_s قال تعالى (شَهْرُ رَمَضَانَ الَّذِي أُنْزِلَ فِيهِ الْقُرْآنُ هُدًى لِلنَّاسِ وَبَيِّنَاتٍ مِنَ الْهُدَىٰ وَالْفُرْقَانِ ۚۗ)
سورة البقرة ١٨٥
:

 #جائزة_اليمامة_الشهرية"	1	0.0
1715	"@zlatan_gh بيولي يحتاج دكة لكي يلعب على جبهتين
مافي مدرب يجيك وعندك أوريغي وريبيتش دكة"	4	0.0
1716	"هي ليله بألف شهر
ما يعادل 83 سنة
فأغتنمها قائماً ساجداً ذاكراً 

قال رسول الله صل الله عليه وعلى اله وصحبه الاخيار وسلم 
(إنَّ هذا الشَّهرَ قَد حضرَكُم وفيهِ ليلةٌ خيرٌ مِن ألفِ شَهْرٍ
من حُرِمَها فقد حُرِمَ الخيرَ كُلَّهُ ولا يُحرَمُ خيرَها إلَّا محرومٌ

#ليلة_القدر
#وردة_الصباح "	1	0.0
1717	مستوى التضخم في أسعار المواد الغذائية - أوروبا	1	0.0
1718	@soomaa_7887 @ScreenMix 💔والاخر يصور ويضحك	1	0.0
1719	الأحبـال المشـدودة مـن جهـة وحـدة، سيـوره صاحبهـا يتعـب و ترتخـى . 🖤💭	1	0.0
1720	اي مهنة في الصحة تحديدا تبي ناس عندها ضمير وجهد ودماغ ومزاج رايق ونفس طويييل بيش تتعامل مع بقية البشريه جمعاء وربي يقدرنا نكونوا علي قد المسؤوليه 🤲🤲	4	0.0
1721	@Fucknariies @AlArabiya صدقني اذا السودان راح مصر حاتروح خراب السودان مش من  مصلحتكم	3	0.0
1722	تعادل😂😂😂 اخخ ياضحك	4	1.0
1723	أنا أتعلّم الإنجليزية على دوولينجو! إنه مجاني، ممتع، وفعّال.	1	0.0
1724	@Lahcensakr @Step_Agency ومابال الاخرين حفظك الله خاصة بومدين والخطابي....حتى هذان الاثنان لهما مالهما	1	0.0
1725	@CHEKDZ @vivalalgerie7 اولا انا تاجر . ثانيا نتا لي عور مش انا لي نتفلسف	2	1.0
1726	فقه الإعتكاف	1	0.0
1727	@HamzaSpursQPR ينعل ام التوب 4 اذا كان يعني بقاء امثال سانشيز في الفريق	2	1.0
1728	@OmarAllouh لا تسيئوا للاخوانكم . انه شهر رمضان.	1	0.0
1729	@antractica911 @freezeomelette اكبر خونة هم لقبايل يالزوافي..  تريد التهرب من عرقك الخامج الفايح القبايلي   اولاد فرنسا 🇫🇷يرفعون راية جاك بينيت الاب الروحي لخرافة الاماسيخ	1	1.0
1729	@antractica911 @freezeomelette اكبر خونة هم لقبايل يالزوافي..  تريد التهرب من عرقك الخامج الفايح القبايلي   اولاد فرنسا 🇫🇷يرفعون راية جاك بينيت الاب الروحي لخرافة الاماسيخ	2	1.0
1730	"هذه أسباب توقف أشغال إنجاز المسجد الأخضر – الشروق أونلاين
 
 #أسباب #أشغال #أونلاين #إنجاز #الأخضر #الشروق #المسجد #توقف #هذه "	1	0.0
1731	@alsaqertv91 بيطري و باحث في التاريخ.. و المطالعة ليست حكرا على أحد و إن كان لا يحمل شهادة أصلا.. و بدل هذا الجدال العقيم ليأتوا بحجة واحدة ضد ما ينشره من حقائق	1	0.0
1732	@Fatimatius هذا اسمه دس السم في العسل	1	0.0
1733	@nadinenjeim فوق هاد الشي مهضووووومة 😅😅	2	0.0
1734	@Chaabounimoham5 كل شي مساط	2	0.0
1735	@ALEXB4LDE كيف قارنتهم اصلا	1	0.0
1736	درك الدار البيضاء يحقق انتصاراً جديداً في حربه ضد الجريمة والمخدرات	1	0.0
1737	"تمشي البارح لصالة رادس كالعادة نفس النفحة و نفس الروح ونفس الشنعة  ...
اليوم تمشي لستاد رادس و رغم اللي الناس متغششة تلڨى الفيراج في بلاصتو و ديما ""معاها"" ...
رقم صعيب على مخاخ الناس الكل و فور على الناس الكل ...
برجولية و ماللخر برافو  و الإفريقي تعيش 💪🇮🇩👏👏.
3/3"	2	0.0
1738	@sassou_yosraa أقصد عرق لسان ( الشق الأيسر ) و فعلا يؤثر على كل الحواس للأسف 💔	1	0.0
1739	@Muzamilfagery2 اللهم احفظ السودان وأهلها	1	0.0
1740	@LatiphBadr @Rntissii801 @MustaphaElasri9 وين راهو السب هههه ياك هذه من عاداتكم بوس اليدين و الركوع للمهلك و بما انك تراها سب و شتم علاش ديرها هههه	2	1.0
1741	@ALdziria مساءك ورد وفل  انا محتاجك	4	0.0
1742	"@k_i_j99 الأمير حسين بن عساف بن حسين بن منصور العساف

@DarMadarek 
@anova_n 
@7Alsabe 
@k_i_j99 
#خالد_الجريوي"	1	0.0
1743	@AshibiMohammed جاف بكل ..عيوني و خشمي بوجعوا فيا😑	2	0.0
1744	الحكومة تمنح عطلة استثنائية بمناسبة عيد الفطر	1	0.0
1745	تحل اليوم الذكرى 65 لإسترجاع إقليم طرفاية إلى حظيرة الوطن، هذه المناسبة التي نعتبرها فرصة للوقوف على التضحيات الجسام التي بذلتها المقاومة الشريفة وعلى رأسها الملكان المجاهدان محمد الخامس والحسن الثاني طيب الله ثراهما، في سبيل استقلال الوطن ووحدة أراضيه وصون كرامة مواطنيه.	1	0.0
1746	"@KoOkeTo_11 الصالح والطالح بكل مكان
ماقلتش نحن ملائكة
بس قلت الها ثقل"	3	0.0
1747	"اول من بدأ وحدة الأديان و يقولك كله من الثورات 
غير نحن كنا صغار مش فاهمين🤣🤣
الإنجيل مع القرآن الكريم 
#اتفاقية_سيداو "	1	0.0
1747	"اول من بدأ وحدة الأديان و يقولك كله من الثورات 
غير نحن كنا صغار مش فاهمين🤣🤣
الإنجيل مع القرآن الكريم 
#اتفاقية_سيداو "	3	0.0
1748	@0_Alilat 😭😭😭😭😂يبي يحسن السمعة عند العرب بس اخرتها بيندعس زي الك/لب	4	1.0
1749	@AJArabic لعنهم الله. ويا ويل من يستطيع انقاذهم ولم يفعل. ويل له. رب اخذل من خذل عبادك المسلمين	1	0.0
1750	@Reem_52_1 @ydbnlll5 بشتري بيت 😍	4	0.0
1751	@Rii_70o 🤣🤣🤣🤣اي دوخةها +دوخت تدخين	4	0.0
1752	@nmaa4070 تقبل الله منا ومنكم صالح الاعمال	1	0.0
1753	@mohsinqtr9 لا حولة و لا قوة الا بالله العلي العظيم. ما هذا الاستهزاء بكتاب الله .	1	0.0
1754	@221mmo برشلونة	1	0.0
1755	@Risslh يارب يا رحيم	1	0.0
1756	رئيس الجمهورية عبد المجيد تبون يتلقى رسالة من نظيره السوري	1	0.0
1757	"حان الآن أذان العصر لمدينة #قسطنطينة 4:13
سبحانك تبت إِليك وأَنا أَول المؤمنِين
"	1	0.0
1758	@YOUSSEFI1068523 مساء النور والسرور اخي	1	0.0
1759	@Degwalista بارك الله فيك دكتور	1	0.0
1760	"#انمي 
هاجيمي نو ايبو واحد من اكثر اعمال لي كنت سامع عليه كلام او مدح و نصائح من فاندوم الأنمي فبعد مدة طويلة قررت اشاهدو و في هذا ثريد راح اعطي رأيي الكامل في العمل و هل كان قد توقعات؟؟ "	4	0.0
1761	@DrLoupis استغفر الله العظيم !	1	0.0
1762	@dofm1007 احمد ربي يحفظك ويبارك فيك.. سؤال  شن اكثر أكلة تحبها؟  😁	4	0.0
1763	@1893AR الغريب ان الأندية الانجليزية مازالت مطالبة بيه منهم ليدز واخر الاخبار ان الفريق مستعد يدفع المبلغ اللي دفعه ميلان فيه	1	0.0
1764	@amanysalm10 مساء الفل	1	0.0
1765	@AYOSH46564502 ان شاء الله	1	0.0
1766	@AbdallhBofrna الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهمك الصبر والسلوان 🌿	1	0.0
1767	وزير الشؤون الخارجية يستقبل نظيره السوري	1	0.0
1768	@AlfytwryYl هههههههه بيش تاخدو ١٥ علينا لا شكرا	2	0.0
1769	@Zlatan43871734 صحيت خويا نبيل	2	0.0
1770	@mshinqiti متى موريتانيا ؟؟ وما حدث ل عبد العزيز	1	0.0
1771	"﴿ ثُمَّ صُبُّواْ فَوۡقَ رَأۡسِهِۦ مِنۡ عَذَابِ ٱلۡحَمِيمِ ﴾ 
 
 [سُورَةُ الدُّخَانِ: الآية 48]
 
 #غرد_بالقرآن 💚"	1	0.0
1772	اللهم إنكَ عفوٌ تُحب العفو فأعفو عَنّا.	1	0.0
1773	الجيش السوداني	1	0.0
1774	@GEGYRAMI مستحيل تركيب واضح	1	0.0
1775	@hamzabob91 مشاكل كبيرة يعاني منها الطبيب	1	0.0
1776	"يا درا الجزيرة راهي حاكمة شحال من بندير و تسخن فيه؟ معا من راهم مع برهان ولا لاخر 
@AJArabic 
قناة منبر من لا منبر له و الرأي الاخر تعجبلها اخبار الانفجارات و الحروب...و بدات واقيلا تسمي جماعتها ثوار ...
#الجزائر"	2	1.0
1777	@Lahcensakr أي والله أستاذنا الغالي .. مرات أراه مهرج لا غير ..	1	1.0
1778	@OGrrahi رايرسون لي جبناه من يونيون برلين	2	0.0
1779	قلبي وجعني من المنظر المكان لي خاطرييييييي نعيش فيه بجد	2	0.0
1780	@SalahSkikda ما قام به بشار الأسد هو إرهاب دولة اخطر من ارهاب داعش	1	0.0
1781	@abdulmajid_mejo شوط اول بس الشوط الثاني خاشين يدافعو والحكم الك$&amp; زاد الطين بلة	4	0.0
1782	@zlatan_gh الميلان أضاع نقاط مبارة امبولي وليس بولونيا	1	0.0
1783	@Heshammf22 بالفعل، أنا ضد الاستحقاق النسوي. ولا أؤيد تمليك نصف الثروة للزوجة إلا إذا ثبت أنها ساعدت في خلق هذه الثروة.	1	0.0
1784	"@Djazziiiaa54 الفضل لله اولا .ثم الرجال التي تعرف انها قد تموت ولكنها لا تخون ولا تبيع الوطن
ربي يرحم القائد صالح ويغفر له ويجعله من اهل جناته"	1	0.0
1785	@mouradmddh @ahafsidz المغرب رفض عودة سوريا الى الجامعة العربية الا يعتبر هذا تدخل مباشر في الازمة ! لماذا لم يستدعى اذن؟	1	0.0
1786	"حين أرحل لا تنتظرني في طريق العودة، فما كان قراري بالرحيل إلّا عطن فعلك..
#مرام"	1	0.0
1787	"وزارة الفلاحة وممثلو مركزيات الحليب يتفقان على برنامج توريد الأعلاف الخشنة
  "	1	0.0
1788	@AJArabic التمييز العرقي حتى عند تغطية الأحداث فرق بين المسيحي العربي والمسيحي الاوربي أو الأمريكي  اليهود أعداء للمسلمين والمسيحيين ماذا لو تعرض مسيحيي اروبا أو أمريكا لهذه الإعتداءات. إزدوجية المعايير في التغطية الإعلامية واضحة فسلاح الإعلام هو أقوى سلاح عند العدو الصهيوني.	1	0.0
1789	"@floraegy مصر ماعندهاش إعلام 😅😅😅😅
عمر اديب لحالوا مستعد يلعلع ساعتين على اتفه الامور"	5	1.0
1790	"رحم الله المعجزة  قيثارة السماء 
الأستاذ المقرئ الشهير #محمد_رفعت "	1	0.0
1791	@The__Mustached الشيخ يتحدث عن التدرج في التغيير لدولة نالت استقلالها من مستدمر ترك تلك السموم اما الجزائر فهي تقدم حتى من فرنسا ام الخبائث	1	1.0
1792	"#اللجنة_التنفيذية | أنشطة وطنية | صالون التجديد للفكر والثقافة 

صور من صالون التجديد للفكر والثقافة، الذي تناول موضوع: ""الشباب والتدين: قراءة في استطلاع الباروميتر العربي 2022""، من تأطير الدكتور عبدالعلي حامي الدين.

#منظمة_التجديد_الطلابي 
#حوار_علم_تجديد_نهضة "	1	0.0
1793	المغرب يعلن عن عطلة استثنائية بمناسبة عيد الفطر	1	0.0
1794	@justsu2al بدون غرور ولا شيئ😌😌💅🏻	1	0.0
1795	أول تعليق جزائري على أحداث السودان	1	0.0
1796	@rafikmeknassi والخدمة الوطنية والمدنية !	1	0.0
1797	"مشاهد لطائرة أممية مدمرة ومحترقة في مطار الخرطوم
 
 #أممية #الخرطوم #في #لطائرة #مدمرة #مشاهد #مطار #ومحترقة "	1	0.0
1798	@edwaily_Alhassi ما نحب التلصق😂	4	0.0
1799	"@znAlqrashi @Henoal20 بارك الله فيك…وتسلم على اسلوبك الطيب
و ربي يهديني و يهديك إلى ما يحب ويرضى"	1	0.0
1800	"أرڨد يا كلب 
عيد وعواشير 
فإن بغت احداهما 
من الباغي "	1	1.0
1800	"أرڨد يا كلب 
عيد وعواشير 
فإن بغت احداهما 
من الباغي "	2	1.0
1801	@ALEXB4LDE @anasmoad و جمعتوها؟	1	0.0
1802	@BoulahdjelB اللهم آمين يارب العالمين ربي يتقبل  منا و منكم صالح الأعمال و الطاعات يااا رب 🤲	1	0.0
1803	"أبشع جريمة فالمغرب.. اغتا.صب بنتو بطريقة خايبة
📷📷
 "	1	0.0
1803	"أبشع جريمة فالمغرب.. اغتا.صب بنتو بطريقة خايبة
📷📷
 "	2	0.0
1804	@antractica911 @freezeomelette يعني اعترفت انك قبايلي فايح الكل يعرف الزواف جاي من زواوه لكن المبردع مثلك يريد يرجعها على العرب اقسم بالله العظم لن اترركم ترتاحو على وجه الجزائر🇩🇿الطاهرة العربية المسلمة	1	1.0
1804	@antractica911 @freezeomelette يعني اعترفت انك قبايلي فايح الكل يعرف الزواف جاي من زواوه لكن المبردع مثلك يريد يرجعها على العرب اقسم بالله العظم لن اترركم ترتاحو على وجه الجزائر🇩🇿الطاهرة العربية المسلمة	2	1.0
1805	@mmdbwmr42419991 آمين يارب أجمعين و كل الخير و الصحة ليك بإذن الله 🌾🌿	1	0.0
1806	عذرا الدمار الوحيد في مكانين مبني في باب العزيزيه وغرفة عمليات في طريق السور	1	0.0
1807	@mohssenpatriota نعم يلعب في الفريق الأول ، لأنه لو كان يلعب في الفريق الرديف كان أخبرنا صاحب الصفحة	1	0.0
